startedAt;prod1-1:2.29.0;source;prod1-65:2.29.1;prod1-65:2.29.2;prod1-65:2.29.3;prod1-65:2.29.9
2025-04-14 08:00:00+00:00;2.984;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 08:15:00+00:00;3.14;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 08:30:00+00:00;3.68;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 08:45:00+00:00;4.42;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 09:00:00+00:00;5.024;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 09:15:00+00:00;4.688;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 09:30:00+00:00;5.384;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 09:45:00+00:00;5.492;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 10:00:00+00:00;3.964;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 10:15:00+00:00;4.704;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 10:30:00+00:00;6.66;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 10:45:00+00:00;7.444;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 11:00:00+00:00;5.988;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 11:15:00+00:00;4.772;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 11:30:00+00:00;3.212;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 11:45:00+00:00;4.868;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 12:00:00+00:00;5.148;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 12:15:00+00:00;5.172;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 12:30:00+00:00;7.424;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 12:45:00+00:00;5.572;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 13:00:00+00:00;8.596;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 13:15:00+00:00;7.34;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 13:30:00+00:00;6.088;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 13:45:00+00:00;8.032;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 14:00:00+00:00;7.276;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 14:15:00+00:00;4.924;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 14:30:00+00:00;6.256;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 14:45:00+00:00;6.936;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 15:00:00+00:00;5.36;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 15:15:00+00:00;6.072;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 15:30:00+00:00;5.788;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 15:45:00+00:00;5.776;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 16:00:00+00:00;5.06;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 16:15:00+00:00;4.296;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 16:30:00+00:00;3.9;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 16:45:00+00:00;3.156;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 17:00:00+00:00;2.444;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 17:15:00+00:00;1.868;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 17:30:00+00:00;1.26;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 17:45:00+00:00;0.616;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 18:00:00+00:00;0.048;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 18:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 18:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 18:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 19:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 19:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 19:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 19:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 20:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 20:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 20:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 20:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 21:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 21:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 21:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 21:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 22:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 22:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 22:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 22:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 23:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 23:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 23:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-14 23:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 00:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 00:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 00:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 00:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 01:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 01:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 01:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 01:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 02:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 02:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 02:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 02:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 03:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 03:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 03:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 03:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 04:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 04:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 04:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 04:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 05:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 05:15:00+00:00;0.14;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 05:30:00+00:00;0.276;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 05:45:00+00:00;0.46;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 06:00:00+00:00;0.412;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 06:15:00+00:00;0.404;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 06:30:00+00:00;0.456;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 06:45:00+00:00;0.524;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 07:00:00+00:00;1.3;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 07:15:00+00:00;1.736;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 07:30:00+00:00;1.476;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 07:45:00+00:00;1.956;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 08:00:00+00:00;1.632;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 08:15:00+00:00;1.116;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 08:30:00+00:00;0.792;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 08:45:00+00:00;0.984;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 09:00:00+00:00;2.484;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 09:15:00+00:00;3.816;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 09:30:00+00:00;4.104;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 09:45:00+00:00;3.244;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 10:00:00+00:00;2.76;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 10:15:00+00:00;2.736;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 10:30:00+00:00;3.032;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 10:45:00+00:00;3.072;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 11:00:00+00:00;2.432;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 11:15:00+00:00;2.716;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 11:30:00+00:00;2.052;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 11:45:00+00:00;1.264;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 12:00:00+00:00;1.376;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 12:15:00+00:00;1.196;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 12:30:00+00:00;1.36;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 12:45:00+00:00;1.42;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 13:00:00+00:00;0.568;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 13:15:00+00:00;0.788;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 13:30:00+00:00;1.2;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 13:45:00+00:00;1.8;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 14:00:00+00:00;2.288;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 14:15:00+00:00;2.628;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 14:30:00+00:00;4.516;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 14:45:00+00:00;5.772;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 15:00:00+00:00;3.576;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 15:15:00+00:00;2.296;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 15:30:00+00:00;3.444;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 15:45:00+00:00;2.576;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 16:00:00+00:00;3.088;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 16:15:00+00:00;6.596;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 16:30:00+00:00;5.496;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 16:45:00+00:00;4.628;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 17:00:00+00:00;3.704;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 17:15:00+00:00;2.916;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 17:30:00+00:00;1.764;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 17:45:00+00:00;0.052;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 18:00:00+00:00;0.004;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 18:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 18:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 18:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 19:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 19:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 19:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 19:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 20:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 20:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 20:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 20:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 21:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 21:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 21:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 21:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 22:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 22:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 22:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 22:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 23:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 23:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 23:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-15 23:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 00:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 00:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 00:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 00:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 01:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 01:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 01:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 01:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 02:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 02:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 02:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 02:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 03:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 03:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 03:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 03:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 04:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 04:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 04:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 04:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 05:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 05:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 05:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 05:45:00+00:00;0.052;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 06:00:00+00:00;0.148;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 06:15:00+00:00;0.072;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 06:30:00+00:00;0.084;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 06:45:00+00:00;0.276;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 07:00:00+00:00;0.376;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 07:15:00+00:00;0.296;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 07:30:00+00:00;0.24;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 07:45:00+00:00;0.512;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 08:00:00+00:00;0.692;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 08:15:00+00:00;0.796;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 08:30:00+00:00;1.06;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 08:45:00+00:00;1.012;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 09:00:00+00:00;1.008;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 09:15:00+00:00;1.224;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 09:30:00+00:00;1.764;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 09:45:00+00:00;1.732;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 10:00:00+00:00;1.488;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 10:15:00+00:00;1.152;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 10:30:00+00:00;1.344;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 10:45:00+00:00;1.452;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 11:00:00+00:00;1.292;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 11:15:00+00:00;1.156;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 11:30:00+00:00;1.428;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 11:45:00+00:00;1.844;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 12:00:00+00:00;1.308;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 12:15:00+00:00;1.296;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 12:30:00+00:00;1.396;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 12:45:00+00:00;1.94;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 13:00:00+00:00;1.5;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 13:15:00+00:00;0.824;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 13:30:00+00:00;0.996;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 13:45:00+00:00;1.08;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 14:00:00+00:00;1.068;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 14:15:00+00:00;1.1;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 14:30:00+00:00;1.224;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 14:45:00+00:00;1.144;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 15:00:00+00:00;0.832;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 15:15:00+00:00;0.78;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 15:30:00+00:00;0.46;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 15:45:00+00:00;0.404;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 16:00:00+00:00;0.324;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 16:15:00+00:00;0.272;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 16:30:00+00:00;0.316;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 16:45:00+00:00;0.252;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 17:00:00+00:00;0.204;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 17:15:00+00:00;0.088;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 17:30:00+00:00;0.008;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 17:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 18:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 18:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 18:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 18:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 19:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 19:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 19:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 19:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 20:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 20:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 20:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 20:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 21:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 21:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 21:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 21:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 22:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 22:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 22:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 22:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 23:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 23:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 23:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-16 23:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 00:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 00:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 00:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 00:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 01:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 01:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 01:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 01:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 02:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 02:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 02:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 02:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 03:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 03:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 03:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 03:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 04:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 04:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 04:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 04:45:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 05:00:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 05:15:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 05:30:00+00:00;0.0;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 05:45:00+00:00;0.012;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 06:00:00+00:00;0.004;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 06:15:00+00:00;0.016;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 06:30:00+00:00;0.052;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 06:45:00+00:00;0.32;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 07:00:00+00:00;0.392;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 07:15:00+00:00;0.388;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 07:30:00+00:00;0.388;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 07:45:00+00:00;0.308;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 08:00:00+00:00;0.476;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 08:15:00+00:00;0.52;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 08:30:00+00:00;0.568;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 08:45:00+00:00;1.008;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 09:00:00+00:00;0.972;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 09:15:00+00:00;0.688;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 09:30:00+00:00;0.696;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 09:45:00+00:00;0.592;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 10:00:00+00:00;0.808;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 10:15:00+00:00;1.008;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 10:30:00+00:00;0.812;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 10:45:00+00:00;0.84;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 11:00:00+00:00;1.332;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 11:15:00+00:00;1.32;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 11:30:00+00:00;1.728;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 11:45:00+00:00;1.316;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 12:00:00+00:00;1.016;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 12:15:00+00:00;1.496;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 12:30:00+00:00;1.944;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 12:45:00+00:00;1.424;df-prod-Gaby-1-1:2.29.0;;;;
2025-04-17 13:00:00+00:00;0.84;df-prod-Gaby-1-1:2.29.0;;;;
