startedAt;percentage_cons;percentage_cons;percentage_cons;percentage_cons;valuecons;valuecons;valuecons;valuecons;total_sum_cons
2025-02-01 10:45:00+00:00;22.069;44.828;33.103;0.0;0.256;0.52;0.384;0.0;1.1600000000000001
2025-02-01 11:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.264;0.0;0.264
2025-02-01 11:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.292;0.0;0.292
2025-02-01 11:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.256;0.0;0.256
2025-02-01 11:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.404;0.0;0.404
2025-02-01 12:00:00+00:00;11.856;8.763;79.381;0.0;0.046;0.034;0.308;0.0;0.388
2025-02-01 12:15:00+00:00;52.611;30.561;16.828;0.0;1.088;0.632;0.348;0.0;2.068
2025-02-01 12:30:00+00:00;25.578;53.425;20.996;0.0;0.575;1.201;0.472;0.0;2.248
2025-02-01 12:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.576;0.0;0.576
2025-02-01 13:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.444;0.0;0.444
2025-02-01 13:15:00+00:00;27.921;48.515;23.563;0.0;0.583;1.013;0.492;0.0;2.088
2025-02-01 13:30:00+00:00;14.256;54.927;30.818;0.0;0.272;1.048;0.588;0.0;1.908
2025-02-01 13:45:00+00:00;17.595;42.731;39.674;0.0;0.259;0.629;0.584;0.0;1.472
2025-02-01 14:00:00+00:00;17.52;32.07;50.41;0.0;0.171;0.313;0.492;0.0;0.976
2025-02-01 14:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.484;0.0;0.484
2025-02-01 14:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.48;0.0;0.48
2025-02-01 14:45:00+00:00;17.489;43.884;38.627;0.0;0.326;0.818;0.72;0.0;1.8639999999999999
2025-02-01 15:00:00+00:00;8.577;32.786;58.637;0.0;0.141;0.539;0.964;0.0;1.6440000000000001
2025-02-01 15:15:00+00:00;5.655;24.702;69.643;0.0;0.038;0.166;0.468;0.0;0.672
2025-02-01 15:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.436;0.0;0.436
2025-02-01 15:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.608;0.0;0.608
2025-02-01 16:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.472;0.0;0.472
2025-02-01 16:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.4;0.0;0.4
2025-02-01 16:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.704;0.0;0.704
2025-02-01 16:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.844;0.0;0.844
2025-02-01 17:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;1.008;0.0;1.008
2025-02-01 17:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.764;0.0;0.764
2025-02-01 17:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.832;0.0;0.832
2025-02-01 17:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.876;0.0;0.876
2025-02-01 18:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.888;0.0;0.888
2025-02-01 18:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.788;0.0;0.788
2025-02-01 18:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.372;0.0;0.372
2025-02-01 18:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.296;0.0;0.296
2025-02-01 19:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.34;0.0;0.34
2025-02-01 19:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.216;0.0;0.216
2025-02-01 19:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.204;0.0;0.204
2025-02-01 19:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.176;0.0;0.176
2025-02-01 20:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-01 20:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.216;0.0;0.216
2025-02-01 20:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.196;0.0;0.196
2025-02-01 20:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.28;0.0;0.28
2025-02-01 21:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.412;0.0;0.412
2025-02-01 21:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.34;0.0;0.34
2025-02-01 21:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.256;0.0;0.256
2025-02-01 21:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-01 22:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.336;0.0;0.336
2025-02-01 22:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.36;0.0;0.36
2025-02-01 22:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.276;0.0;0.276
2025-02-01 22:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-01 23:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.248;0.0;0.248
2025-02-01 23:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.296;0.0;0.296
2025-02-01 23:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.196;0.0;0.196
2025-02-01 23:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.2;0.0;0.2
2025-02-02 00:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.144;0.0;0.144
2025-02-02 00:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-02 00:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.216;0.0;0.216
2025-02-02 00:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.184;0.0;0.184
2025-02-02 01:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.188;0.0;0.188
2025-02-02 01:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.388;0.0;0.388
2025-02-02 01:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.364;0.0;0.364
2025-02-02 01:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.26;0.0;0.26
2025-02-02 02:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.352;0.0;0.352
2025-02-02 02:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.348;0.0;0.348
2025-02-02 02:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.372;0.0;0.372
2025-02-02 02:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.26;0.0;0.26
2025-02-02 03:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.22;0.0;0.22
2025-02-02 03:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-02 03:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.344;0.0;0.344
2025-02-02 03:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.524;0.0;0.524
2025-02-02 04:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.296;0.0;0.296
2025-02-02 04:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-02 04:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.568;0.0;0.568
2025-02-02 04:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.348;0.0;0.348
2025-02-02 05:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.176;0.0;0.176
2025-02-02 05:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-02 05:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;1.128;0.0;1.128
2025-02-02 05:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.468;0.0;0.468
2025-02-02 06:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.344;0.0;0.344
2025-02-02 06:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.38;0.0;0.38
2025-02-02 06:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.368;0.0;0.368
2025-02-02 06:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.448;0.0;0.448
2025-02-02 07:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.78;0.0;0.78
2025-02-02 07:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.352;0.0;0.352
2025-02-02 07:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.272;0.0;0.272
2025-02-02 07:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.36;0.0;0.36
2025-02-02 08:00:00+00:00;8.013;21.474;70.513;0.0;0.025;0.067;0.22;0.0;0.312
2025-02-02 08:15:00+00:00;27.778;45.062;27.16;0.0;0.18;0.292;0.176;0.0;0.6479999999999999
2025-02-02 08:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.156;0.0;0.156
2025-02-02 08:45:00+00:00;24.733;35.695;39.572;0.0;0.185;0.267;0.296;0.0;0.748
2025-02-02 09:00:00+00:00;40.126;54.132;5.742;0.0;1.146;1.546;0.164;0.0;2.856
2025-02-02 09:15:00+00:00;46.456;47.101;6.443;0.0;1.442;1.462;0.2;0.0;3.104
2025-02-02 09:30:00+00:00;26.747;67.723;5.53;0.0;1.393;3.527;0.288;0.0;5.208
2025-02-02 09:45:00+00:00;31.851;61.954;6.195;0.0;1.604;3.12;0.312;0.0;5.0360000000000005
2025-02-02 10:00:00+00:00;32.324;40.723;26.953;0.0;0.331;0.417;0.276;0.0;1.024
2025-02-02 10:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.296;0.0;0.296
2025-02-02 10:30:00+00:00;36.668;55.855;7.477;0.0;1.785;2.719;0.364;0.0;4.868
2025-02-02 10:45:00+00:00;38.811;54.879;6.31;0.0;2.116;2.992;0.344;0.0;5.452
2025-02-02 11:00:00+00:00;22.301;73.339;4.36;0.0;1.289;4.239;0.252;0.0;5.779999999999999
2025-02-02 11:15:00+00:00;46.042;48.545;5.413;0.0;2.722;2.87;0.32;0.0;5.912
2025-02-02 11:30:00+00:00;29.871;64.752;5.377;0.0;1.711;3.709;0.308;0.0;5.728000000000001
2025-02-02 11:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.372;0.0;0.372
2025-02-02 12:00:00+00:00;23.968;67.777;8.255;0.0;1.115;3.153;0.384;0.0;4.652
2025-02-02 12:15:00+00:00;17.81;74.589;7.602;0.0;0.909;3.807;0.388;0.0;5.104
2025-02-02 12:30:00+00:00;19.927;72.555;7.518;0.0;0.986;3.59;0.372;0.0;4.9479999999999995
2025-02-02 12:45:00+00:00;26.079;63.714;10.207;0.0;1.257;3.071;0.492;0.0;4.82
2025-02-02 13:00:00+00:00;40.681;51.244;8.075;0.0;1.733;2.183;0.344;0.0;4.26
2025-02-02 13:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.4;0.0;0.4
2025-02-02 13:30:00+00:00;28.486;47.012;24.502;0.0;0.572;0.944;0.492;0.0;2.008
2025-02-02 13:45:00+00:00;12.188;75.803;12.01;0.0;0.41;2.55;0.404;0.0;3.364
2025-02-02 14:00:00+00:00;22.083;60.414;17.503;0.0;0.651;1.781;0.516;0.0;2.948
2025-02-02 14:15:00+00:00;23.607;60.984;15.41;0.0;0.576;1.488;0.376;0.0;2.44
2025-02-02 14:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.46;0.0;0.46
2025-02-02 14:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.392;0.0;0.392
2025-02-02 15:00:00+00:00;16.534;54.382;29.084;0.0;0.166;0.546;0.292;0.0;1.004
2025-02-02 15:15:00+00:00;12.705;29.918;57.377;0.0;0.062;0.146;0.28;0.0;0.488
2025-02-02 15:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-02 15:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.252;0.0;0.252
2025-02-02 16:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.28;0.0;0.28
2025-02-02 16:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.576;0.0;0.576
2025-02-02 16:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.612;0.0;0.612
2025-02-02 16:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.236;0.0;0.236
2025-02-02 17:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.384;0.0;0.384
2025-02-02 17:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.436;0.0;0.436
2025-02-02 17:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.568;0.0;0.568
2025-02-02 17:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.4;0.0;0.4
2025-02-02 18:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.368;0.0;0.368
2025-02-02 18:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.348;0.0;0.348
2025-02-02 18:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.492;0.0;0.492
2025-02-02 18:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.408;0.0;0.408
2025-02-02 19:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.384;0.0;0.384
2025-02-02 19:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.328;0.0;0.328
2025-02-02 19:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.464;0.0;0.464
2025-02-02 19:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.332;0.0;0.332
2025-02-02 20:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.228;0.0;0.228
2025-02-02 20:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.3;0.0;0.3
2025-02-02 20:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.344;0.0;0.344
2025-02-02 20:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.268;0.0;0.268
2025-02-02 21:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.18;0.0;0.18
2025-02-02 21:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.204;0.0;0.204
2025-02-02 21:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.24;0.0;0.24
2025-02-02 21:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.316;0.0;0.316
2025-02-02 22:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-02 22:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-02 22:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.276;0.0;0.276
2025-02-02 22:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.412;0.0;0.412
2025-02-02 23:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-02 23:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.288;0.0;0.288
2025-02-02 23:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.264;0.0;0.264
2025-02-02 23:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.364;0.0;0.364
2025-02-03 00:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.22;0.0;0.22
2025-02-03 00:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.168;0.0;0.168
2025-02-03 00:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.2;0.0;0.2
2025-02-03 00:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.256;0.0;0.256
2025-02-03 01:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.252;0.0;0.252
2025-02-03 01:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.164;0.0;0.164
2025-02-03 01:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.204;0.0;0.204
2025-02-03 01:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.252;0.0;0.252
2025-02-03 02:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.316;0.0;0.316
2025-02-03 02:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.316;0.0;0.316
2025-02-03 02:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.3;0.0;0.3
2025-02-03 02:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-03 03:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.372;0.0;0.372
2025-02-03 03:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.26;0.0;0.26
2025-02-03 03:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.316;0.0;0.316
2025-02-03 03:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.38;0.0;0.38
2025-02-03 04:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.304;0.0;0.304
2025-02-03 04:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.284;0.0;0.284
2025-02-03 04:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.344;0.0;0.344
2025-02-03 04:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.444;0.0;0.444
2025-02-03 05:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.304;0.0;0.304
2025-02-03 05:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.312;0.0;0.312
2025-02-03 05:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.304;0.0;0.304
2025-02-03 05:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.396;0.0;0.396
2025-02-03 06:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.252;0.0;0.252
2025-02-03 06:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.264;0.0;0.264
2025-02-03 06:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.432;0.0;0.432
2025-02-03 06:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.544;0.0;0.544
2025-02-03 07:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.344;0.0;0.344
2025-02-03 07:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.364;0.0;0.364
2025-02-03 07:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.412;0.0;0.412
2025-02-03 07:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.3;0.0;0.3
2025-02-03 08:00:00+00:00;23.148;50.185;26.667;0.0;0.25;0.542;0.288;0.0;1.08
2025-02-03 08:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.264;0.0;0.264
2025-02-03 08:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.308;0.0;0.308
2025-02-03 08:45:00+00:00;38.216;54.334;7.45;0.0;1.067;1.517;0.208;0.0;2.792
2025-02-03 09:00:00+00:00;22.024;48.214;29.762;0.0;0.148;0.324;0.2;0.0;0.672
2025-02-03 09:15:00+00:00;27.857;55.0;17.143;0.0;0.273;0.539;0.168;0.0;0.9800000000000001
2025-02-03 09:30:00+00:00;20.164;74.285;5.551;0.0;0.959;3.533;0.264;0.0;4.756
2025-02-03 09:45:00+00:00;48.778;41.601;9.621;0.0;1.237;1.055;0.244;0.0;2.536
2025-02-03 10:00:00+00:00;51.433;42.55;6.017;0.0;1.436;1.188;0.168;0.0;2.792
2025-02-03 10:15:00+00:00;37.024;56.905;6.071;0.0;1.244;1.912;0.204;0.0;3.36
2025-02-03 10:30:00+00:00;11.632;33.507;54.861;0.0;0.067;0.193;0.316;0.0;0.5760000000000001
2025-02-03 10:45:00+00:00;36.059;51.206;12.735;0.0;1.076;1.528;0.38;0.0;2.984
2025-02-03 11:00:00+00:00;29.062;64.279;6.66;0.0;1.152;2.548;0.264;0.0;3.9640000000000004
2025-02-03 11:15:00+00:00;59.006;30.683;10.311;0.0;1.9;0.988;0.332;0.0;3.2199999999999998
2025-02-03 11:30:00+00:00;52.817;38.392;8.79;0.0;2.812;2.044;0.468;0.0;5.324
2025-02-03 11:45:00+00:00;39.798;51.713;8.489;0.0;2.044;2.656;0.436;0.0;5.136
2025-02-03 12:00:00+00:00;30.752;53.319;15.929;0.0;0.556;0.964;0.288;0.0;1.808
2025-02-03 12:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.532;0.0;0.532
2025-02-03 12:30:00+00:00;37.908;45.107;16.985;0.0;1.348;1.604;0.604;0.0;3.556
2025-02-03 12:45:00+00:00;25.456;63.597;10.947;0.0;1.172;2.928;0.504;0.0;4.603999999999999
2025-02-03 13:00:00+00:00;25.579;63.803;10.618;0.0;1.06;2.644;0.44;0.0;4.144
2025-02-03 13:15:00+00:00;30.385;59.729;9.886;0.0;1.168;2.296;0.38;0.0;3.844
2025-02-03 13:30:00+00:00;31.392;59.33;9.278;0.0;1.218;2.302;0.36;0.0;3.88
2025-02-03 13:45:00+00:00;16.779;35.57;47.651;0.0;0.1;0.212;0.284;0.0;0.596
2025-02-03 14:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.292;0.0;0.292
2025-02-03 14:15:00+00:00;23.973;65.126;10.9;0.0;0.607;1.649;0.276;0.0;2.532
2025-02-03 14:30:00+00:00;25.478;57.652;16.87;0.0;0.586;1.326;0.388;0.0;2.3
2025-02-03 14:45:00+00:00;40.721;42.967;16.312;0.0;0.689;0.727;0.276;0.0;1.692
2025-02-03 15:00:00+00:00;41.667;34.748;23.585;0.0;0.53;0.442;0.3;0.0;1.272
2025-02-03 15:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.304;0.0;0.304
2025-02-03 15:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.492;0.0;0.492
2025-02-03 15:45:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.444;0.0;0.444
2025-02-03 16:00:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.344;0.0;0.344
2025-02-03 16:15:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.556;0.0;0.556
2025-02-03 16:30:00+00:00;0.0;0.0;100.0;0.0;0.0;0.0;0.78;0.0;0.78
