startedAt;valueprodnet;valueprodnet;valueprodnet;valueprodauto;valueprodauto;valueprodshared;valueprodshared;valueprodsold;total_availableSharing;availableSharing-Véronique;percentageOfShared-Véronique;availableSharing-Gaby;percentageOfShared-Gaby;dayOfYear;dayOfWeek;total_production;total_shared;total_sold
;df-prod-Gaby;df-prod-Marc;df-prod-Véronique;df-prod-Gaby;df-prod-Véronique;df-prod-Gaby;df-prod-Véronique;df-prod-Véronique;;;;;;;;;;
2025-04-03 21:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 21:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 21:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 21:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 22:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 22:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 22:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 22:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 23:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 23:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 23:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-03 23:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;93;3;0.0;0;0
2025-04-04 00:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 00:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 00:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 00:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 01:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 01:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 01:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 01:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 02:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 02:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 02:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 03:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 03:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 03:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 03:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 04:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 04:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 04:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 04:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 05:00:00+00:00;0.0;0.008;0.032;0.0;0.032;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.04;0;0
2025-04-04 05:15:00+00:00;0.0;0.148;0.38;0.0;0.38;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.528;0;0
2025-04-04 05:30:00+00:00;0.0;0.412;0.928;0.0;0.928;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;1.34;0;0
2025-04-04 05:45:00+00:00;0.02;0.764;1.496;0.02;1.496;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;2.28;0;0
2025-04-04 06:00:00+00:00;0.052;1.168;2.08;0.052;1.32;0.0;0.76;0.0;2.2800000000000002;0.76;100.0;0.0;;94;4;3.3000000000000003;0;0
2025-04-04 06:15:00+00:00;0.104;1.596;2.652;0.104;0.212;0.0;2.44;0.0;7.32;2.44;100.0;0.0;;94;4;4.352;0;0
2025-04-04 06:30:00+00:00;0.12;2.028;3.2;0.12;0.248;0.0;2.952;0.0;8.856;2.952;100.0;0.0;;94;4;5.348;0;0
2025-04-04 06:45:00+00:00;0.208;2.452;3.724;0.208;2.68;0.0;1.044;0.0;3.132;1.044;100.0;0.0;;94;4;6.384;0;0
2025-04-04 07:00:00+00:00;0.472;2.864;4.208;0.472;4.208;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;7.5440000000000005;0;0
2025-04-04 07:15:00+00:00;0.884;3.248;4.636;0.884;3.608;0.0;1.028;0.0;3.084;1.028;100.0;0.0;;94;4;8.768;0;0
2025-04-04 07:30:00+00:00;1.32;3.62;5.04;0.812;0.264;0.203;1.913;2.863;15.851999999999997;4.776;40.05443886097152;0.508;39.960629921259844;94;4;9.98;0;0
2025-04-04 07:45:00+00:00;1.836;3.972;5.384;1.524;0.288;0.04;0.656;4.44;16.224;5.096;12.872841444270017;0.31200000000000006;12.82051282051282;94;4;11.192;0;0
2025-04-04 08:00:00+00:00;2.38;4.32;5.768;2.292;0.252;0.028;1.74;3.776;16.812000000000005;5.516;31.544597534445252;0.08800000000000008;31.81818181818179;94;4;12.468;0;0
2025-04-04 08:15:00+00:00;2.928;4.636;6.16;0.704;0.244;0.358;0.952;4.964;24.42;5.916;16.091954022988503;2.224;16.09712230215827;94;4;13.724;0;0
2025-04-04 08:30:00+00:00;3.46;4.892;6.468;0.964;5.02;0.257;0.149;1.299;11.832000000000003;1.4480000000000004;10.290055248618781;2.496;10.29647435897436;94;4;14.82;0;0
2025-04-04 08:45:00+00:00;3.964;5.124;6.732;1.044;2.164;0.129;0.201;4.367;22.464;4.568;4.400175131348512;2.92;4.417808219178082;94;4;15.82;0;0
2025-04-04 09:00:00+00:00;4.428;5.34;7.004;2.372;0.264;0.098;0.321;6.419;26.387999999999998;6.739999999999999;4.762611275964392;2.056;4.766536964980546;94;4;16.772;0;0
2025-04-04 09:15:00+00:00;4.888;5.548;7.208;2.484;0.244;0.15;0.433;6.531;28.104000000000003;6.964;6.21769098219414;2.404;6.239600665557404;94;4;17.644;0;0
2025-04-04 09:30:00+00:00;5.312;5.696;7.34;3.784;0.256;0.078;0.361;6.723;25.836;7.084;5.095990965556183;1.5280000000000005;5.104712041884815;94;4;18.348;0;0
2025-04-04 09:45:00+00:00;5.72;5.876;7.492;4.752;0.268;0.048;0.355;6.869;24.576;7.224;4.914174972314507;0.968;4.958677685950414;94;4;19.088;0;0
2025-04-04 10:00:00+00:00;6.008;5.936;7.524;2.968;0.28;0.638;1.519;5.725;30.851999999999997;7.244;20.969077857537272;3.04;20.986842105263158;94;4;19.468;0;0
2025-04-04 10:15:00+00:00;6.34;6.04;7.588;2.716;0.252;0.889;1.8;5.536;32.88;7.336;24.53653217011996;3.6239999999999997;24.530905077262695;94;4;19.968;0;0
2025-04-04 10:30:00+00:00;6.62;6.092;7.568;2.94;0.244;0.452;0.901;6.423;33.012;7.324;12.30202075368651;3.68;12.282608695652174;94;4;20.28;0;0
2025-04-04 10:45:00+00:00;6.832;6.104;7.532;2.756;0.26;0.207;0.368;6.904;34.044000000000004;7.272;5.060506050605061;4.0760000000000005;5.078508341511285;94;4;20.468;0;0
2025-04-04 11:00:00+00:00;6.976;6.072;7.432;2.528;0.328;0.23;0.369;6.735;34.656;7.104;5.194256756756756;4.448;5.170863309352518;94;4;20.48;0;0
2025-04-04 11:15:00+00:00;7.176;6.06;7.36;3.008;0.284;0.195;0.332;6.744;33.732;7.0760000000000005;4.69191633691351;4.168;4.678502879078695;94;4;20.596;0;0
2025-04-04 11:30:00+00:00;7.36;6.004;7.248;2.364;0.24;0.749;1.049;5.959;36.012;7.008;14.968607305936072;4.996;14.991993594875899;94;4;20.612;0;0
2025-04-04 11:45:00+00:00;7.488;5.908;7.136;3.82;0.248;1.38;2.592;4.296;31.668;6.888;37.63066202090592;3.6680000000000006;37.62268266085059;94;4;20.532;0;0
2025-04-04 12:00:00+00:00;7.544;5.804;6.984;2.796;0.264;1.795;2.541;4.179;34.403999999999996;6.72;37.8125;4.747999999999999;37.80539174389217;94;4;20.332;0;0
2025-04-04 12:15:00+00:00;7.616;5.668;6.792;2.5;0.304;2.204;2.794;3.694;34.812;6.4879999999999995;43.06411837237978;5.116;43.08053166536357;94;4;20.076;0;0
2025-04-04 12:30:00+00:00;7.692;5.508;6.588;1.872;0.26;0.881;0.958;5.37;36.444;6.328;15.139064475347661;5.82;15.137457044673539;94;4;19.788;0;0
2025-04-04 12:45:00+00:00;7.656;5.316;6.328;0.736;0.244;0.802;0.705;5.379;39.01200000000001;6.0840000000000005;11.587771203155818;6.92;11.589595375722544;94;4;19.3;0;0
2025-04-04 13:00:00+00:00;7.588;5.072;5.996;0.504;0.26;1.753;1.419;4.317;38.46;5.736000000000001;24.73849372384937;7.084;24.7459062676454;94;4;18.656000000000002;0;0
2025-04-04 13:15:00+00:00;7.504;4.816;5.672;0.732;0.276;2.231;1.777;3.619;36.504;5.396;32.93180133432172;6.771999999999999;32.944477259303014;94;4;17.991999999999997;0;0
2025-04-04 13:30:00+00:00;7.416;4.576;5.34;1.184;0.288;1.423;1.153;3.899;33.852;5.052;22.822644497228822;6.232;22.833761232349165;94;4;17.332;0;0
2025-04-04 13:45:00+00:00;7.24;4.284;4.944;0.86;0.26;0.59;0.434;4.25;33.192;4.684;9.265584970111016;6.38;9.247648902821316;94;4;16.468;0;0
2025-04-04 14:00:00+00:00;7.128;3.996;4.568;0.556;0.232;1.231;0.813;3.523;32.724;4.335999999999999;18.75;6.572;18.73097991479002;94;4;15.692;0;0
2025-04-04 14:15:00+00:00;6.908;3.664;4.14;0.648;0.276;1.812;1.119;2.745;30.372000000000003;3.864;28.95962732919255;6.260000000000001;28.94568690095846;94;4;14.712;0;0
2025-04-04 14:30:00+00:00;6.7;3.34;3.692;0.52;0.316;0.519;0.283;3.093;28.668000000000003;3.3760000000000003;8.382701421800947;6.18;8.398058252427184;94;4;13.732;0;0
2025-04-04 14:45:00+00:00;6.416;2.976;3.184;0.912;0.304;0.437;0.229;2.651;25.152;2.8800000000000003;7.951388888888888;5.5040000000000004;7.939680232558138;94;4;12.576;0;0
2025-04-04 15:00:00+00:00;6.108;2.608;2.432;0.856;0.272;0.334;0.137;2.023;22.235999999999997;2.16;6.342592592592593;5.252;6.3594821020563606;94;4;11.148;0;0
2025-04-04 15:15:00+00:00;5.752;2.224;1.92;0.66;0.312;0.251;0.079;1.529;20.099999999999998;1.6079999999999999;4.912935323383085;5.092;4.929300864100551;94;4;9.896;0;0
2025-04-04 15:30:00+00:00;5.352;1.808;1.144;0.64;0.34;0.367;0.063;0.741;16.548000000000002;0.8039999999999998;7.83582089552239;4.712000000000001;7.78862478777589;94;4;8.304;0;0
2025-04-04 15:45:00+00:00;4.944;1.352;0.74;0.456;0.312;0.516;0.049;0.379;14.748;0.428;11.448598130841123;4.4879999999999995;11.497326203208559;94;4;7.036;0;0
2025-04-04 16:00:00+00:00;4.516;0.876;0.456;0.58;0.308;0.548;0.021;0.127;12.251999999999999;0.14800000000000002;14.18918918918919;3.936;13.92276422764228;94;4;5.848;0;0
2025-04-04 16:15:00+00:00;4.024;0.552;0.336;0.624;0.272;0.604;0.012;0.052;10.392;0.064;18.75;3.4;17.764705882352942;94;4;4.912;0;0
2025-04-04 16:30:00+00:00;3.48;0.396;0.296;0.652;0.26;0.851;0.011;0.025;8.591999999999999;0.035999999999999976;30.555555555555575;2.828;30.09193776520509;94;4;4.172;0;0
2025-04-04 16:45:00+00:00;2.904;0.228;0.264;0.7;0.264;0.646;0.0;0.0;6.611999999999999;0.0;;2.2039999999999997;29.31034482758621;94;4;3.396;0;0
2025-04-04 17:00:00+00:00;2.272;0.136;0.224;0.508;0.224;0.625;0.0;0.0;5.292;0.0;;1.7639999999999998;35.430839002267575;94;4;2.6319999999999997;0;0
2025-04-04 17:15:00+00:00;1.608;0.1;0.176;0.396;0.176;0.653;0.0;0.0;3.6360000000000006;0.0;;1.2120000000000002;53.877887788778864;94;4;1.8840000000000001;0;0
2025-04-04 17:30:00+00:00;0.94;0.064;0.124;0.56;0.124;0.38;0.0;0.0;1.1399999999999997;0.0;;0.3799999999999999;100.00000000000003;94;4;1.128;0;0
2025-04-04 17:45:00+00:00;0.072;0.024;0.056;0.072;0.056;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.152;0;0
2025-04-04 18:00:00+00:00;0.0;0.0;0.004;0.0;0.004;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.004;0;0
2025-04-04 18:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 18:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 18:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 19:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 19:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 19:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 19:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 20:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 20:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 20:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 20:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 21:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 21:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 21:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 21:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 22:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 22:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 22:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 22:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 23:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 23:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 23:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-04 23:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;94;4;0.0;0;0
2025-04-05 00:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 00:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 00:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 00:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 01:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 01:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 01:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 01:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 02:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 02:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 02:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 03:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 03:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 03:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 03:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 04:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 04:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 04:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 04:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.0;0;0
2025-04-05 05:00:00+00:00;0.0;0.008;0.036;0.0;0.036;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.044;0;0
2025-04-05 05:15:00+00:00;0.0;0.14;0.356;0.0;0.356;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;0.496;0;0
2025-04-05 05:30:00+00:00;0.0;0.396;0.86;0.0;0.86;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;1.256;0;0
2025-04-05 05:45:00+00:00;0.024;0.744;1.416;0.024;1.416;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;2.184;0;0
2025-04-05 06:00:00+00:00;0.112;1.128;1.964;0.112;1.964;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;3.2039999999999997;0;0
2025-04-05 06:15:00+00:00;0.176;1.524;2.496;0.176;0.468;0.0;1.94;0.088;6.084;2.028;95.66074950690336;0.0;;95;5;4.196;0;0
2025-04-05 06:30:00+00:00;0.212;1.92;3.012;0.212;0.468;0.0;1.828;0.716;7.632;2.544;71.85534591194968;0.0;;95;5;5.144;0;0
2025-04-05 06:45:00+00:00;0.356;2.332;3.508;0.356;3.508;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;6.196;0;0
2025-04-05 07:00:00+00:00;0.604;2.744;3.988;0.604;3.988;0.0;0.0;0.0;0.0;0.0;;0.0;;95;5;7.336;0;0
2025-04-05 07:15:00+00:00;0.936;3.112;4.416;0.936;0.328;0.0;4.088;0.0;12.264;4.088;100.0;0.0;;95;5;8.464;0;0
2025-04-05 07:30:00+00:00;1.348;3.472;4.84;1.348;0.296;0.0;4.544;0.0;13.631999999999998;4.544;100.0;0.0;;95;5;9.66;0;0
2025-04-05 07:45:00+00:00;1.844;3.832;5.212;1.844;0.336;0.0;4.876;0.0;14.627999999999998;4.8759999999999994;100.00000000000003;0.0;;95;5;10.888;0;0
2025-04-05 08:00:00+00:00;2.364;4.172;5.588;2.364;4.62;0.0;0.968;0.0;2.904;0.968;100.0;0.0;;95;5;12.123999999999999;0;0
2025-04-05 08:15:00+00:00;2.896;4.488;5.988;2.896;3.096;0.0;2.892;0.0;8.676000000000002;2.8920000000000003;99.99999999999999;0.0;;95;5;13.372;0;0
2025-04-05 08:30:00+00:00;3.408;4.74;6.28;3.408;0.324;0.0;2.456;3.5;17.868000000000002;5.956;41.2357286769644;0.0;;95;5;14.427999999999999;0;0
2025-04-05 08:45:00+00:00;3.92;5.028;6.62;3.92;0.272;0.0;2.988;3.36;19.044;6.348;47.06994328922495;0.0;;95;5;15.568;0;0
2025-04-05 09:00:00+00:00;4.388;5.252;6.888;4.244;0.3;0.02;0.872;5.716;20.195999999999998;6.588;13.23618700667881;0.14400000000000013;13.888888888888875;95;5;16.528;0;0
2025-04-05 09:15:00+00:00;4.804;5.428;7.044;1.64;1.148;0.213;0.397;5.499;27.180000000000003;5.896;6.733378561736771;3.1640000000000006;6.731984829329961;95;5;17.276;0;0
2025-04-05 09:30:00+00:00;5.268;5.652;7.28;1.976;6.64;0.862;0.168;0.472;11.796000000000001;0.6400000000000006;26.24999999999998;3.292;26.18469015795869;95;5;18.2;0;0
2025-04-05 09:45:00+00:00;5.612;5.76;7.348;3.512;3.084;0.509;1.034;3.23;19.092;4.263999999999999;24.249530956848034;2.1;24.238095238095237;95;5;18.72;0;0
2025-04-05 10:00:00+00:00;5.992;5.916;7.464;5.192;2.052;0.15;1.018;4.394;18.636000000000006;5.412000000000001;18.810051736881004;0.7999999999999998;18.750000000000004;95;5;19.372;0;0
2025-04-05 10:15:00+00:00;6.328;6.024;7.524;3.552;2.132;0.465;0.904;4.488;24.503999999999998;5.3919999999999995;16.765578635014837;2.7760000000000002;16.7507204610951;95;5;19.876;0;0
2025-04-05 10:30:00+00:00;6.608;6.096;7.564;3.04;0.436;0.283;0.567;6.561;32.087999999999994;7.128;7.954545454545453;3.5679999999999996;7.931614349775786;95;5;20.268;0;0
2025-04-05 10:45:00+00:00;6.788;6.06;7.44;2.032;0.252;0.561;0.848;6.34;35.832;7.188000000000001;11.797440178074567;4.756;11.795626576955426;95;5;20.288;0;0
2025-04-05 11:00:00+00:00;6.876;5.94;7.288;1.32;1.016;0.778;0.879;5.393;35.484;6.272;14.014668367346939;5.556;14.002879769618431;95;5;20.104000000000003;0;0
2025-04-05 11:15:00+00:00;7.124;6.004;7.304;2.804;0.516;0.658;1.034;5.754;33.324;6.788;15.232763700648203;4.32;15.231481481481483;95;5;20.432;0;0
2025-04-05 11:30:00+00:00;7.24;5.908;7.132;2.54;0.448;1.205;1.713;4.971;34.152;6.683999999999999;25.628366247755842;4.7;25.638297872340427;95;5;20.28;0;0
2025-04-05 11:45:00+00:00;7.304;5.764;6.964;2.988;1.588;0.318;0.396;4.98;29.076;5.376;7.366071428571429;4.316000000000001;7.367933271547729;95;5;20.032000000000004;0;0
2025-04-05 12:00:00+00:00;7.396;5.592;6.768;4.732;1.196;0.201;0.421;5.151;24.708;5.572;7.5556353194544155;2.6639999999999997;7.545045045045046;95;5;19.756;0;0
2025-04-05 12:15:00+00:00;7.512;5.48;6.632;4.612;0.504;0.212;0.45;5.678;27.083999999999996;6.128;7.343342036553525;2.8999999999999995;7.310344827586208;95;5;19.624;0;0
2025-04-05 12:30:00+00:00;7.492;5.364;6.492;1.972;0.692;0.786;0.826;4.974;33.96;5.8;14.241379310344826;5.52;14.23913043478261;95;5;19.348;0;0
2025-04-05 12:45:00+00:00;7.664;5.232;6.288;4.904;0.304;0.956;2.072;3.912;26.232;5.984;34.62566844919786;2.76;34.63768115942029;95;5;19.183999999999997;0;0
2025-04-05 13:00:00+00:00;7.644;5.064;6.056;2.74;0.736;0.456;0.494;4.826;30.672;5.32;9.285714285714285;4.904;9.298531810766722;95;5;18.764000000000003;0;0
2025-04-05 13:15:00+00:00;7.504;4.86;5.808;2.764;2.324;0.251;0.184;3.3;24.672000000000004;3.484;5.281285878300804;4.74;5.29535864978903;95;5;18.171999999999997;0;0
2025-04-05 13:30:00+00:00;7.344;4.572;5.404;0.784;0.672;0.267;0.192;4.54;33.876000000000005;4.732;4.057480980557903;6.5600000000000005;4.070121951219512;95;5;17.32;0;0
2025-04-05 13:45:00+00:00;6.952;4.116;4.808;0.776;0.272;0.235;0.172;4.364;32.136;4.536;3.7918871252204585;6.176;3.8050518134715023;95;5;15.876;0;0
2025-04-05 14:00:00+00:00;5.856;3.34;3.86;0.912;0.268;0.287;0.208;3.384;25.607999999999997;3.5919999999999996;5.79064587973274;4.944;5.805016181229774;95;5;13.056;0;0
