startedAt,prod_Véronique_1-1:2.29.0,prod_Marc_1-1:2.29.0,prod_Gaby_1-1:2.29.0,prod_Pit_1-1:2.29.0,prod_Véronique_1-65:2.29.1,prod_Véronique_1-65:2.29.2,prod_Marc_1-65:2.29.2,prod_Gaby_1-65:2.29.2,prod_Pit_1-65:2.29.2,prod_Gaby_1-65:2.29.3,prod_Véronique_1-65:2.29.9,prod_Marc_1-65:2.29.9,prod_Pit_1-65:2.29.9,cons_Véronique_1-1:1.29.0,cons_Christian_1-1:1.29.0,cons_Marc_1-1:1.29.0,cons_Reinhilde_1-1:1.29.0,cons_Gaby_Haus_1-1:1.29.0,cons_Gaby_Hall_1-1:1.29.0,cons_Pit_1-1:1.29.0,cons_Véronique_1-65:1.29.1,cons_Véronique_1-65:1.29.2,cons_Christian_1-65:1.29.2,cons_Marc_1-65:1.29.2,cons_Reinhilde_1-65:1.29.2,cons_Gaby_Haus_1-65:1.29.2,cons_Gaby_Hall_1-65:1.29.2,cons_Tina_1-65:1.29.2,cons_Pit_1-65:1.29.2,cons_Gaby_Haus_1-65:1.29.3,cons_Gaby_Hall_1-65:1.29.3,cons_Véronique_1-65:1.29.9,cons_Christian_1-65:1.29.9,cons_Marc_1-65:1.29.9,cons_Reinhilde_1-65:1.29.9,cons_Pit_1-65:1.29.9
2025-05-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.232,0.252,1.352,0.284,0.596,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.232,0.252,1.352,0.284,
2025-05-01 00:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.172,0.184,1.32,0.268,0.464,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.172,0.184,1.32,0.268,
2025-05-01 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.18,0.076,1.352,0.26,0.568,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.18,0.076,1.352,0.26,
2025-05-01 00:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.224,0.112,1.408,0.152,0.84,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.224,0.112,1.408,0.152,
2025-05-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.228,0.248,2.372,0.3,0.952,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.228,0.248,2.372,0.3,
2025-05-01 01:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.212,0.184,3.124,0.252,0.572,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.212,0.184,3.124,0.252,
2025-05-01 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.172,0.18,1.304,0.168,0.708,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.172,0.18,1.304,0.168,
2025-05-01 01:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.192,0.356,1.308,0.16,0.592,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.192,0.356,1.308,0.16,
2025-05-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.228,0.3,1.364,0.18,0.676,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.228,0.3,1.364,0.18,
2025-05-01 02:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.224,0.168,1.384,0.172,0.976,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.224,0.168,1.384,0.172,
2025-05-01 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.192,0.196,2.468,0.312,0.656,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.192,0.196,2.468,0.312,
2025-05-01 02:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.172,0.264,2.52,0.304,0.468,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.172,0.264,2.52,0.304,
2025-05-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.204,0.224,1.448,0.448,0.616,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.204,0.224,1.448,0.448,
2025-05-01 03:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.224,0.224,1.392,0.416,0.48,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.224,0.224,1.392,0.416,
2025-05-01 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.204,0.252,1.324,0.456,0.716,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.204,0.252,1.324,0.456,
2025-05-01 03:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.192,0.204,1.42,0.44,0.828,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.192,0.204,1.42,0.44,
2025-05-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.192,1.304,2.68,0.4,0.424,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.192,1.304,2.68,0.4,
2025-05-01 04:15:00+00:00,0.028,0.0,0.0,0.0,0.028,0.0,0.0,0.0,,0.0,0.0,0.0,,0.208,3.324,1.76,0.244,0.376,0.02,0.016,0.028,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.18,3.324,1.76,0.244,
2025-05-01 04:30:00+00:00,0.156,0.0,0.0,0.0,0.156,0.0,0.0,0.0,,0.0,0.0,0.0,,1.536,0.72,1.224,0.288,0.776,0.052,0.004,0.156,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.38,0.72,1.224,0.288,
2025-05-01 04:45:00+00:00,0.544,0.0,0.0,0.0,0.544,0.0,0.0,0.0,,0.0,0.0,0.0,,1.74,0.208,1.136,0.288,0.48,0.02,0.0,0.544,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.196,0.208,1.136,0.288,
2025-05-01 05:00:00+00:00,1.02,0.0,0.012,0.0,0.216,0.804,0.0,0.0,,0.012,0.0,0.0,,0.216,0.1,1.088,0.408,0.872,0.024,0.0,0.216,0.0,0.032,0.353,0.132,0.279,0.008,,,0.012,0.0,0.0,0.068,0.735,0.276,
2025-05-01 05:15:00+00:00,1.444,0.0,0.06,0.0,0.224,1.22,0.0,0.0,,0.06,0.0,0.0,,0.224,0.096,0.988,0.324,2.164,0.052,0.0,0.224,0.0,0.033,0.338,0.111,0.721,0.017,,,0.059,0.001,0.0,0.063,0.65,0.213,
2025-05-01 05:30:00+00:00,1.888,0.0,0.096,0.0,0.284,1.604,0.0,0.0,,0.096,0.0,0.0,,0.284,0.256,0.68,0.268,0.488,0.02,0.0,0.284,0.0,0.254,0.675,0.266,0.393,0.016,,,0.092,0.004,0.0,0.002,0.005,0.002,
2025-05-01 05:45:00+00:00,2.352,0.0,0.116,0.0,0.292,1.928,0.0,0.0,,0.116,0.132,0.0,,0.292,0.548,0.532,0.26,0.68,0.024,0.08,0.292,0.0,0.548,0.532,0.26,0.568,0.02,,,0.112,0.004,0.0,0.0,0.0,0.0,
2025-05-01 06:00:00+00:00,2.816,0.0,0.128,0.32,0.264,1.448,0.0,0.0,,0.128,1.104,0.0,,0.264,0.316,0.388,0.316,0.504,0.052,0.028,0.264,0.0,0.316,0.388,0.316,0.388,0.04,,,0.116,0.012,0.0,0.0,0.0,0.0,
2025-05-01 06:15:00+00:00,3.4,0.0,0.2,0.916,0.484,2.344,0.0,0.0,,0.2,0.572,0.0,,0.484,0.328,1.26,0.38,0.556,0.02,0.0,0.484,0.0,0.328,1.26,0.38,0.363,0.013,,,0.193,0.007,0.0,0.0,0.0,0.0,
2025-05-01 06:30:00+00:00,3.852,0.012,0.384,4.884,0.356,1.802,0.006,0.0,,0.384,1.694,0.006,,0.356,0.212,0.772,0.28,0.904,0.024,0.0,0.356,0.0,0.212,0.772,0.28,0.53,0.014,,,0.374,0.01,0.0,0.0,0.0,0.0,
2025-05-01 06:45:00+00:00,4.268,0.088,0.604,5.56,0.332,0.829,0.019,0.0,,0.604,3.107,0.069,,0.332,0.136,0.0,0.196,1.072,0.048,0.0,0.332,0.0,0.136,0.0,0.196,0.494,0.022,,,0.578,0.026,0.0,0.0,0.0,0.0,
2025-05-01 07:00:00+00:00,4.724,0.024,0.848,6.092,0.332,1.305,0.007,0.0,,0.848,3.087,0.017,,0.332,0.292,0.756,0.16,0.928,0.024,0.0,0.332,0.0,0.292,0.756,0.16,0.101,0.003,,,0.827,0.021,0.0,0.0,0.0,0.0,
2025-05-01 07:15:00+00:00,5.124,0.056,1.112,6.5,0.264,0.519,0.006,0.039,,0.744,4.341,0.05,,0.264,0.324,0.044,0.196,0.692,0.052,0.0,0.264,0.0,0.324,0.044,0.196,0.0,0.0,,,0.692,0.052,0.0,0.0,0.0,0.0,
2025-05-01 07:30:00+00:00,5.496,0.1,1.436,6.832,1.244,0.488,0.011,0.061,,0.904,3.764,0.089,,1.244,0.252,0.0,0.308,0.88,0.024,0.0,1.244,0.0,0.252,0.0,0.308,0.0,0.0,,,0.88,0.024,0.0,0.0,0.0,0.0,
2025-05-01 07:45:00+00:00,5.828,0.076,1.768,7.24,0.328,1.201,0.017,0.19,,0.896,4.299,0.059,,0.328,0.924,0.292,0.192,0.876,0.02,0.0,0.328,0.0,0.924,0.292,0.192,0.0,0.0,,,0.876,0.02,0.0,0.0,0.0,0.0,
2025-05-01 08:00:00+00:00,6.128,0.184,2.104,7.564,0.636,2.322,0.078,0.488,,0.948,3.17,0.106,,0.636,2.58,0.112,0.196,0.892,0.056,0.0,0.636,0.0,2.58,0.112,0.196,0.0,0.0,,,0.892,0.056,0.0,0.0,0.0,0.0,
2025-05-01 08:15:00+00:00,6.376,0.148,2.424,7.784,0.476,0.79,0.02,0.214,,0.824,5.11,0.128,,0.476,0.68,0.152,0.192,0.804,0.02,0.0,0.476,0.0,0.68,0.152,0.192,0.0,0.0,,,0.804,0.02,0.0,0.0,0.0,0.0,
2025-05-01 08:30:00+00:00,6.608,0.256,2.74,8.024,0.564,0.46,0.02,0.16,,0.64,5.584,0.236,,0.564,0.236,0.0,0.404,0.616,0.024,0.0,0.564,0.0,0.236,0.0,0.404,0.0,0.0,,,0.616,0.024,0.0,0.0,0.0,0.0,
2025-05-01 08:45:00+00:00,6.796,0.02,3.036,8.272,0.404,0.456,0.001,0.171,,0.628,5.936,0.019,,0.404,0.232,0.0,0.396,0.576,0.052,0.0,0.404,0.0,0.232,0.0,0.396,0.0,0.0,,,0.576,0.052,0.0,0.0,0.0,0.0,
2025-05-01 09:00:00+00:00,6.984,0.02,3.312,8.496,0.6,0.501,0.002,0.209,,0.64,5.883,0.018,,0.6,0.248,0.0,0.464,0.616,0.024,0.0,0.6,0.0,0.248,0.0,0.464,0.0,0.0,,,0.616,0.024,0.0,0.0,0.0,0.0,
2025-05-01 09:15:00+00:00,7.136,0.028,3.584,8.768,0.4,0.312,0.001,0.123,,0.94,6.424,0.027,,0.4,0.156,0.0,0.28,0.888,0.052,0.0,0.4,0.0,0.156,0.0,0.28,0.0,0.0,,,0.888,0.052,0.0,0.0,0.0,0.0,
2025-05-01 09:30:00+00:00,7.248,0.02,3.812,8.792,0.416,0.32,0.001,0.131,,1.016,6.512,0.019,,0.416,0.168,0.0,0.284,0.992,0.024,0.0,0.416,0.0,0.168,0.0,0.284,0.0,0.0,,,0.992,0.024,0.0,0.0,0.0,0.0,
2025-05-01 09:45:00+00:00,7.272,0.024,4.028,8.712,0.22,0.589,0.002,0.269,,0.812,6.463,0.022,,0.22,0.648,0.0,0.212,0.788,0.024,0.0,0.22,0.0,0.648,0.0,0.212,0.0,0.0,,,0.788,0.024,0.0,0.0,0.0,0.0,
2025-05-01 10:00:00+00:00,7.392,0.024,4.24,8.7,0.228,1.328,0.005,0.659,,0.684,5.836,0.019,,0.228,1.624,0.0,0.368,0.632,0.052,0.0,0.228,0.0,1.624,0.0,0.368,0.0,0.0,,,0.632,0.052,0.0,0.0,0.0,0.0,
2025-05-01 10:15:00+00:00,7.504,0.02,4.44,8.684,0.264,0.385,0.001,0.198,,0.728,6.855,0.019,,0.264,0.252,0.0,0.332,0.704,0.024,0.0,0.264,0.0,0.252,0.0,0.332,0.0,0.0,,,0.704,0.024,0.0,0.0,0.0,0.0,
2025-05-01 10:30:00+00:00,7.488,0.02,4.6,8.612,0.268,0.462,0.001,0.249,,0.716,6.758,0.019,,0.268,0.456,0.0,0.256,0.692,0.024,0.0,0.268,0.0,0.456,0.0,0.256,0.0,0.0,,,0.692,0.024,0.0,0.0,0.0,0.0,
2025-05-01 10:45:00+00:00,7.424,0.02,4.74,8.508,0.248,0.65,0.002,0.356,,0.8,6.526,0.018,,0.248,0.72,0.0,0.288,0.748,0.052,0.0,0.248,0.0,0.72,0.0,0.288,0.0,0.0,,,0.748,0.052,0.0,0.0,0.0,0.0,
2025-05-01 11:00:00+00:00,7.308,0.02,4.86,8.496,1.008,0.393,0.001,0.246,,0.912,5.907,0.019,,1.008,0.392,0.0,0.248,0.888,0.024,0.0,1.008,0.0,0.392,0.0,0.248,0.0,0.0,,,0.888,0.024,0.0,0.0,0.0,0.0,
2025-05-01 11:15:00+00:00,7.296,0.024,4.948,8.464,0.532,0.349,0.001,0.21,,0.872,6.415,0.023,,0.532,0.3,0.0,0.26,0.816,0.056,0.0,0.532,0.0,0.3,0.0,0.26,0.0,0.0,,,0.816,0.056,0.0,0.0,0.0,0.0,
2025-05-01 11:30:00+00:00,7.24,0.024,5.064,8.488,0.328,0.451,0.002,0.291,,0.592,6.461,0.022,,0.328,0.328,0.0,0.416,0.572,0.02,0.0,0.328,0.0,0.328,0.0,0.416,0.0,0.0,,,0.572,0.02,0.0,0.0,0.0,0.0,
2025-05-01 11:45:00+00:00,7.088,0.024,5.148,8.28,0.356,0.437,0.002,0.285,,0.752,6.295,0.022,,0.356,0.388,0.0,0.336,0.728,0.024,0.0,0.356,0.0,0.388,0.0,0.336,0.0,0.0,,,0.728,0.024,0.0,0.0,0.0,0.0,
2025-05-01 12:00:00+00:00,6.856,0.02,5.176,8.036,0.32,1.038,0.003,0.703,,0.744,5.498,0.017,,0.32,1.476,0.0,0.268,0.688,0.056,0.0,0.32,0.0,1.476,0.0,0.268,0.0,0.0,,,0.688,0.056,0.0,0.0,0.0,0.0,
2025-05-01 12:15:00+00:00,6.7,0.024,5.18,7.704,0.324,1.756,0.007,1.193,,0.844,4.62,0.017,,0.324,2.688,0.0,0.268,0.82,0.024,0.0,0.324,0.0,2.688,0.0,0.268,0.0,0.0,,,0.82,0.024,0.0,0.0,0.0,0.0,
2025-05-01 12:30:00+00:00,6.492,0.888,5.208,7.292,0.94,0.367,0.059,0.254,,1.36,5.185,0.829,,0.94,0.42,0.0,0.26,1.328,0.032,0.0,0.94,0.0,0.42,0.0,0.26,0.0,0.0,,,1.328,0.032,0.0,0.0,0.0,0.0,
2025-05-01 12:45:00+00:00,6.264,4.056,5.216,7.028,0.52,0.189,0.133,0.138,,1.012,5.555,3.923,,0.52,0.152,0.0,0.308,0.968,0.044,0.0,0.52,0.0,0.152,0.0,0.308,0.0,0.0,,,0.968,0.044,0.0,0.0,0.0,0.0,
2025-05-01 13:00:00+00:00,5.952,3.74,5.108,6.636,0.756,0.233,0.167,0.196,,0.728,4.963,3.573,,0.756,0.212,0.0,0.384,0.704,0.024,0.0,0.756,0.0,0.212,0.0,0.384,0.0,0.0,,,0.704,0.024,0.0,0.0,0.0,0.0,
2025-05-01 13:15:00+00:00,5.744,3.376,5.124,6.164,0.696,0.254,0.17,0.196,,1.244,4.794,3.206,,0.696,0.36,0.0,0.26,1.188,0.056,0.0,0.696,0.0,0.36,0.0,0.26,0.0,0.0,,,1.188,0.056,0.0,0.0,0.0,0.0,
2025-05-01 13:30:00+00:00,4.856,1.196,4.744,5.18,0.332,0.345,0.091,0.296,,0.856,4.179,1.105,,0.332,0.42,0.024,0.288,0.836,0.02,0.0,0.332,0.0,0.42,0.024,0.288,0.0,0.0,,,0.836,0.02,0.0,0.0,0.0,0.0,
2025-05-01 13:45:00+00:00,4.66,0.764,5.1,5.248,0.456,0.201,0.037,0.206,,0.784,4.003,0.727,,0.456,0.18,0.012,0.252,0.76,0.024,0.0,0.456,0.0,0.18,0.012,0.252,0.0,0.0,,,0.76,0.024,0.0,0.0,0.0,0.0,
2025-05-01 14:00:00+00:00,4.708,1.36,4.884,4.632,0.972,0.285,0.104,0.303,,0.92,3.451,1.256,,0.972,0.304,0.004,0.384,0.868,0.052,0.0,0.972,0.0,0.304,0.004,0.384,0.0,0.0,,,0.868,0.052,0.0,0.0,0.0,0.0,
2025-05-01 14:15:00+00:00,4.28,1.364,4.76,4.216,0.3,0.284,0.097,0.295,,0.616,3.696,1.267,,0.3,0.284,0.0,0.392,0.592,0.024,0.0,0.3,0.0,0.284,0.0,0.392,0.0,0.0,,,0.592,0.024,0.0,0.0,0.0,0.0,
2025-05-01 14:30:00+00:00,3.564,1.428,4.6,3.732,0.3,0.195,0.086,0.239,,0.608,3.069,1.342,,0.3,0.248,0.0,0.272,0.564,0.044,0.0,0.3,0.0,0.248,0.0,0.272,0.0,0.0,,,0.564,0.044,0.0,0.0,0.0,0.0,
2025-05-01 14:45:00+00:00,2.848,2.232,4.088,2.824,0.296,0.657,0.575,0.904,,0.576,1.895,1.657,,0.296,1.848,0.004,0.284,0.544,0.032,0.0,0.296,0.0,1.848,0.004,0.284,0.0,0.0,,,0.544,0.032,0.0,0.0,0.0,0.0,
2025-05-01 15:00:00+00:00,2.62,2.68,4.232,2.504,0.296,0.421,0.486,0.677,,0.5,1.903,2.194,,0.296,1.292,0.0,0.292,0.476,0.024,0.0,0.296,0.0,1.292,0.0,0.292,0.0,0.0,,,0.476,0.024,0.0,0.0,0.0,0.0,
2025-05-01 15:15:00+00:00,1.792,2.26,4.012,1.944,0.3,0.241,0.365,0.502,,0.896,1.251,1.895,,0.3,0.84,0.0,0.268,0.844,0.052,0.0,0.3,0.0,0.84,0.0,0.268,0.0,0.0,,,0.844,0.052,0.0,0.0,0.0,0.0,
2025-05-01 15:30:00+00:00,1.388,1.776,3.808,0.816,0.3,0.226,0.369,0.633,,0.756,0.862,1.407,,0.3,0.68,0.0,0.548,0.732,0.024,0.104,0.3,0.0,0.68,0.0,0.548,0.0,0.0,,,0.732,0.024,0.0,0.0,0.0,0.0,
2025-05-01 15:45:00+00:00,0.94,0.98,3.532,0.672,0.288,0.163,0.245,0.672,,0.836,0.489,0.735,,0.288,0.732,0.0,0.348,0.8,0.036,0.044,0.288,0.0,0.732,0.0,0.348,0.0,0.0,,,0.8,0.036,0.0,0.0,0.0,0.0,
2025-05-01 16:00:00+00:00,0.564,0.752,2.968,0.484,0.452,0.088,0.59,1.834,,0.632,0.024,0.162,,0.452,2.224,0.004,0.284,0.596,0.036,0.0,0.452,0.0,2.224,0.004,0.284,0.0,0.0,,,0.596,0.036,0.0,0.0,0.0,0.0,
2025-05-01 16:15:00+00:00,0.452,0.836,2.972,0.448,0.408,0.039,0.738,2.187,,0.496,0.005,0.098,,0.408,2.632,0.012,0.32,0.472,0.024,0.0,0.408,0.0,2.632,0.012,0.32,0.0,0.0,,,0.472,0.024,0.0,0.0,0.0,0.0,
2025-05-01 16:30:00+00:00,0.384,1.376,2.66,0.328,0.384,0.0,0.933,1.267,,0.792,0.0,0.443,,0.4,1.932,0.0,0.252,0.724,0.068,0.0,0.384,0.016,1.932,0.0,0.252,0.0,0.0,,,0.724,0.068,0.0,0.0,0.0,0.0,
2025-05-01 16:45:00+00:00,0.348,0.864,2.104,0.16,0.348,0.0,0.842,1.174,,0.9,0.0,0.022,,0.348,1.676,0.0,0.34,0.88,0.02,0.0,0.348,0.0,1.676,0.0,0.34,0.0,0.0,,,0.88,0.02,0.0,0.0,0.0,0.0,
2025-05-01 17:00:00+00:00,0.32,0.42,1.86,0.02,0.32,0.0,0.379,0.781,,0.996,0.0,0.041,,0.34,0.48,0.004,0.656,0.964,0.032,0.012,0.32,0.02,0.48,0.004,0.656,0.0,0.0,,,0.964,0.032,0.0,0.0,0.0,0.0,
2025-05-01 17:15:00+00:00,0.304,0.124,1.708,0.0,0.272,0.021,0.083,0.608,,0.8,0.011,0.041,,0.272,0.376,0.0,0.336,0.756,0.044,0.0,0.272,0.0,0.376,0.0,0.336,0.0,0.0,,,0.756,0.044,0.0,0.0,0.0,0.0,
2025-05-01 17:30:00+00:00,0.248,0.032,1.18,0.0,0.248,0.0,0.032,0.388,,0.792,0.0,0.0,,0.76,0.34,0.0,0.344,0.772,0.02,0.0,0.248,0.18,0.119,0.0,0.121,0.0,0.0,,,0.772,0.02,0.332,0.221,0.0,0.223,
2025-05-01 17:45:00+00:00,0.208,0.016,0.928,0.0,0.208,0.0,0.016,0.36,,0.568,0.0,0.0,,0.316,0.368,0.0,0.328,0.512,0.056,0.0,0.208,0.051,0.172,0.0,0.153,0.0,0.0,,,0.512,0.056,0.057,0.196,0.0,0.175,
2025-05-01 18:00:00+00:00,0.156,0.032,0.52,0.008,0.156,0.0,0.032,0.0,,0.52,0.0,0.0,,0.344,0.804,0.0,0.348,0.664,0.02,0.04,0.156,0.004,0.018,0.0,0.007,0.003,0.0,,,0.505,0.015,0.184,0.786,0.0,0.341,
2025-05-01 18:15:00+00:00,0.088,0.024,0.144,0.032,0.088,0.0,0.024,0.0,,0.144,0.0,0.0,,0.484,1.252,0.0,0.44,0.672,0.024,0.124,0.088,0.004,0.011,0.0,0.004,0.005,0.0,,,0.139,0.005,0.392,1.241,0.0,0.436,
2025-05-01 18:30:00+00:00,0.012,0.02,0.0,0.0,0.012,0.0,0.02,0.0,,0.0,0.0,0.0,,0.372,0.56,0.0,0.392,0.764,0.052,0.0,0.012,0.004,0.005,0.0,0.004,0.007,0.0,,,0.0,0.0,0.356,0.555,0.0,0.388,
2025-05-01 18:45:00+00:00,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,0.0,0.0,,0.392,1.144,0.0,0.34,0.96,0.02,0.0,0.0,0.003,0.008,0.0,0.002,0.007,0.0,,,0.0,0.0,0.389,1.136,0.0,0.338,
2025-05-01 19:00:00+00:00,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,0.0,0.0,,0.324,0.6,0.0,0.348,0.72,0.056,0.0,0.0,0.003,0.006,0.0,0.003,0.007,0.001,,,0.0,0.0,0.321,0.594,0.0,0.345,
2025-05-01 19:15:00+00:00,0.0,0.016,0.0,0.0,0.0,0.0,0.016,0.0,,0.0,0.0,0.0,,0.384,0.808,0.0,0.332,0.724,0.02,0.0,0.0,0.003,0.006,0.0,0.002,0.005,0.0,,,0.0,0.0,0.381,0.802,0.0,0.33,
2025-05-01 19:30:00+00:00,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,0.0,0.0,,0.62,4.02,0.0,0.44,0.528,0.024,0.0,0.0,0.002,0.014,0.0,0.002,0.002,0.0,,,0.0,0.0,0.618,4.006,0.0,0.438,
2025-05-01 19:45:00+00:00,0.0,0.016,0.0,0.0,0.0,0.0,0.016,0.0,,0.0,0.0,0.0,,0.68,2.948,0.0,0.328,0.592,0.052,0.012,0.0,0.002,0.01,0.0,0.002,0.002,0.0,,,0.0,0.0,0.678,2.938,0.0,0.326,
2025-05-01 20:00:00+00:00,0.0,0.02,0.0,0.004,0.0,0.0,0.02,0.0,,0.0,0.0,0.0,,0.284,0.648,0.0,0.236,0.748,0.024,0.0,0.0,0.003,0.007,0.0,0.002,0.008,0.0,,,0.0,0.0,0.281,0.641,0.0,0.234,
2025-05-01 20:15:00+00:00,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,0.0,0.0,,0.224,0.276,0.0,0.196,0.964,0.036,0.0,0.0,0.003,0.003,0.0,0.002,0.012,0.0,,,0.0,0.0,0.221,0.273,0.0,0.194,
2025-05-01 20:30:00+00:00,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,,0.0,0.0,0.0,,0.204,0.348,0.0,0.2,0.752,0.04,0.0,0.0,0.003,0.005,0.0,0.003,0.012,0.001,,,0.0,0.0,0.201,0.343,0.0,0.197,
2025-05-01 20:45:00+00:00,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,,0.0,0.0,0.0,,0.224,0.296,0.0,0.188,0.548,0.02,0.0,0.0,0.004,0.006,0.0,0.004,0.01,0.0,,,0.0,0.0,0.22,0.29,0.0,0.184,
2025-05-01 21:00:00+00:00,0.0,0.024,0.0,0.0,0.0,0.0,0.024,0.0,,0.0,0.0,0.0,,0.228,0.336,0.0,0.348,0.444,0.056,0.0,0.0,0.004,0.006,0.0,0.006,0.008,0.0,,,0.0,0.0,0.224,0.33,0.0,0.342,
2025-05-01 21:15:00+00:00,0.0,0.024,0.0,0.004,0.0,0.0,0.024,0.0,,0.0,0.0,0.0,,0.228,0.188,0.0,0.184,0.544,0.02,0.024,0.0,0.005,0.004,0.0,0.004,0.011,0.0,,,0.0,0.0,0.223,0.184,0.0,0.18,
2025-05-01 21:30:00+00:00,0.0,0.012,0.0,0.0,0.0,0.0,0.012,0.0,,0.0,0.0,0.0,,0.228,0.12,0.0,0.188,0.632,0.024,0.0,0.0,0.002,0.001,0.0,0.002,0.006,0.001,,,0.0,0.0,0.226,0.119,0.0,0.186,
2025-05-01 21:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.188,0.196,0.004,0.212,0.692,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.188,0.196,0.004,0.212,
2025-05-01 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.188,0.256,0.008,0.424,0.568,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.188,0.256,0.008,0.424,
2025-05-01 22:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.216,0.184,0.008,0.34,0.404,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.216,0.184,0.008,0.34,
2025-05-01 22:30:00+00:00,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.228,0.1,0.004,0.296,0.58,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.228,0.1,0.004,0.296,
