startedAt;valueprodnet;valueprodnet;valueprodnet;valueprodnet;valueprodauto;valueprodauto;valueprodshared;valueprodshared;valueprodshared;valueprodsold;valueprodsold;valueprodsold;total_availableSharing;availableSharing-MarcNord;percentageOfShared-MarcNord;availableSharing-Véronique;percentageOfShared-Véronique;availableSharing-Gaby;percentageOfShared-Gaby;dayOfYear;dayOfWeek;total_production;total_shared;total_sold
;df-prod-Gaby;df-prod-MarcNord;df-prod-MarcSud;df-prod-Véronique;df-prod-Gaby;df-prod-Véronique;df-prod-Gaby;df-prod-MarcNord;df-prod-Véronique;df-prod-Gaby;df-prod-MarcNord;df-prod-Véronique;;;;;;;;;;;;
2025-04-01 00:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 00:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 00:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 00:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 01:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 01:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 01:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 01:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 02:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 02:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 02:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 03:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 03:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 03:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 03:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 04:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 04:15:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 04:30:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 04:45:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 05:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.0;0;0.0
2025-04-01 05:15:00+00:00;0.0;0.0;0.084;0.156;0.0;0.156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;0.24;0;0.0
2025-04-01 05:30:00+00:00;0.0;0.0;0.34;0.664;0.0;0.664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;1.004;0;0.0
2025-04-01 05:45:00+00:00;0.0;0.0;0.636;1.196;0.0;1.196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;91;1;1.8319999999999999;0;0.0
2025-04-01 06:00:00+00:00;0.024;0.0;1.02;1.772;0.024;1.18;0.0;0.0;0.592;0.0;0.0;0.0;1.8000000000000003;0.0;0.0;0.5920000000000001;99.99999999999997;0.0;;91;1;2.816;0;0.0
2025-04-01 06:15:00+00:00;0.068;0.0;1.432;2.356;0.068;1.964;0.0;0.0;0.392;0.0;0.0;0.0;1.2439999999999998;0.0;0.0;0.3919999999999999;100.00000000000003;0.0;;91;1;3.856;0;0.0
2025-04-01 06:30:00+00:00;0.132;0.0;1.84;2.908;0.132;2.112;0.0;0.0;0.796;0.0;0.0;0.0;2.5199999999999996;0.0;0.0;0.7959999999999998;100.00000000000003;0.0;;91;1;4.88;0;0.0
2025-04-01 06:45:00+00:00;0.184;0.0;2.24;3.452;0.184;0.22;0.0;0.0;1.868;0.0;0.0;1.364;9.879999999999999;0.0;0.0;3.2319999999999998;57.797029702970306;0.0;;91;1;5.876;0;1.364
2025-04-01 07:00:00+00:00;0.328;0.0;2.692;4.016;0.328;2.876;0.0;0.0;1.14;0.0;0.0;0.0;3.7480000000000007;0.0;0.0;1.1400000000000001;99.99999999999997;0.0;;91;1;7.0360000000000005;0;0.0
2025-04-01 07:15:00+00:00;0.56;0.0;3.148;4.58;0.556;4.58;0.004;0.0;0.0;0.0;0.0;0.0;0.5720000000000001;0.0;0.7142857142857143;0.0;;0.0040000000000000036;99.99999999999991;91;1;8.288;0;0.0
2025-04-01 07:30:00+00:00;0.84;0.0;3.556;5.064;0.804;0.284;0.007;0.0;0.961;0.029;0.0;3.819;15.287999999999998;0.0;0.8333333333333334;4.78;20.10460251046025;0.03599999999999992;19.444444444444485;91;1;9.46;0;3.848
2025-04-01 07:45:00+00:00;1.14;0.0;3.956;5.496;0.828;0.288;0.149;0.0;2.487;0.163;0.0;2.721;17.7;0.0;13.070175438596493;5.208;47.75345622119816;0.31199999999999994;47.75641025641026;91;1;10.592;0;2.884
2025-04-01 08:00:00+00:00;1.5;0.0;4.312;5.908;1.14;0.26;0.176;0.0;2.756;0.184;0.0;2.892;19.524;0.0;11.733333333333333;5.648000000000001;48.79603399433427;0.3600000000000001;48.88888888888887;91;1;11.72;0;3.076
2025-04-01 08:15:00+00:00;2.852;0.088;4.64;6.276;0.56;0.456;0.342;0.013;0.869;1.95;0.075;4.951;27.276000000000003;0.088;11.991584852734924;5.819999999999999;14.931271477663232;2.292;14.92146596858639;91;1;13.856;0;6.976
2025-04-01 08:30:00+00:00;3.436;0.088;4.932;6.62;0.612;6.344;0.988;0.031;0.097;1.836;0.057;0.179;12.823999999999998;0.088;28.754365541327125;0.2759999999999998;35.14492753623191;2.824;34.98583569405099;91;1;15.076;0;2.072
2025-04-01 08:45:00+00:00;4.028;0.044;5.252;7.008;0.756;0.904;0.336;0.005;0.627;2.936;0.039;5.477;32.199999999999996;0.044;8.341608738828205;6.104;10.271952817824378;3.2719999999999994;10.268948655256727;91;1;16.331999999999997;0;8.452
2025-04-01 09:00:00+00:00;4.548;0.264;5.576;7.384;1.8;0.276;0.124;0.012;0.32;2.624;0.252;6.788;34.38;0.264;2.7264731750219875;7.1080000000000005;4.501969611705121;2.748;4.512372634643377;91;1;17.772;0;9.664
2025-04-01 09:15:00+00:00;5.168;0.244;5.864;7.744;1.744;1.248;0.158;0.011;0.299;3.266;0.233;6.197;35.172;0.244;3.0572755417956654;6.4959999999999996;4.602832512315271;3.4240000000000004;4.614485981308411;91;1;19.02;0;9.696
2025-04-01 09:30:00+00:00;5.968;0.18;6.372;7.976;0.584;1.184;0.314;0.01;0.396;5.07;0.17;6.396;42.676;0.18;5.261394101876675;6.792;5.830388692579506;5.384;5.832095096582466;91;1;20.496;0;11.636
2025-04-01 09:45:00+00:00;5.744;0.02;5.7;6.604;0.652;0.7;0.285;0.001;0.33;4.807;0.019;5.574;38.751999999999995;0.02;4.961699164345404;5.904;5.5894308943089435;5.092;5.597014925373134;91;1;18.067999999999998;0;10.4
2025-04-01 10:00:00+00:00;7.116;0.032;6.944;7.876;0.688;2.892;0.739;0.004;0.573;5.689;0.028;4.411;41.384;0.032;10.38504777965149;4.984;11.496789727126805;6.428;11.496577473553204;91;1;21.968;0;10.128
2025-04-01 10:15:00+00:00;6.432;0.02;5.836;6.464;2.268;3.964;1.951;0.01;1.171;2.213;0.01;1.329;26.444000000000003;0.02;30.33271144278607;2.5000000000000004;46.83999999999999;4.164000000000001;46.853986551392886;91;1;18.752000000000002;0;3.552
2025-04-01 10:30:00+00:00;5.168;0.004;4.484;5.172;0.78;1.2;2.069;0.002;1.873;2.319;0.002;2.099;30.251999999999995;0.004;40.03482972136222;3.9719999999999995;47.155085599194365;4.388;47.15132178669098;91;1;14.828;0;4.42
2025-04-01 10:45:00+00:00;5.728;0.0;5.192;5.632;0.5;1.676;1.849;0.0;1.399;3.379;0.0;2.557;33.279999999999994;0.0;32.2800279329609;3.9559999999999995;35.36400404448939;5.228;35.3672532517215;91;1;16.552;0;5.936
2025-04-01 11:00:00+00:00;5.548;0.0;4.724;5.152;0.576;1.584;3.062;0.0;2.198;1.91;0.0;1.37;31.168000000000003;0.0;55.19105984138428;3.568;61.60313901345291;4.972;61.58487530168946;91;1;15.424000000000001;0;3.2800000000000002
2025-04-01 11:15:00+00:00;3.676;0.0;2.908;3.484;1.152;0.68;2.524;0.0;2.804;0.0;0.0;0.0;19.66;0.0;68.66158868335147;2.804;100.0;2.524;100.0;91;1;10.068;0;0.0
2025-04-01 11:30:00+00:00;1.936;0.004;1.472;1.716;1.512;0.28;0.424;0.004;1.436;0.0;0.0;0.0;7.519999999999998;0.004;21.90082644628099;1.436;100.0;0.42399999999999993;100.00000000000003;91;1;5.128;0;0.0
2025-04-01 11:45:00+00:00;3.344;0.012;2.696;3.232;0.564;0.28;1.062;0.005;1.129;1.718;0.007;1.823;20.552;0.012;31.75837320574163;2.952;38.24525745257453;2.78;38.201438848920866;91;1;9.284;0;3.548
2025-04-01 12:00:00+00:00;2.276;0.0;1.748;2.14;0.648;0.292;0.946;0.0;1.074;0.682;0.0;0.774;12.704;0.0;41.56414762741652;1.848;58.11688311688312;1.6279999999999997;58.10810810810811;91;1;6.164;0;1.456
2025-04-01 12:15:00+00:00;2.848;0.26;2.144;2.528;0.54;0.368;0.619;0.07;0.579;1.689;0.19;1.581;16.512;0.26;21.734550561797754;2.16;26.80555555555555;2.308;26.819757365684577;91;1;7.78;0;3.46
2025-04-01 12:30:00+00:00;1.184;0.02;0.944;1.112;0.428;0.28;0.212;0.006;0.234;0.544;0.014;0.598;5.968;0.02;17.905405405405407;0.8320000000000001;28.125;0.756;28.04232804232804;91;1;3.26;0;1.1560000000000001
2025-04-01 12:45:00+00:00;2.08;0.016;1.7;2.08;0.36;0.276;0.21;0.002;0.22;1.51;0.014;1.584;12.668000000000003;0.016;10.096153846153845;1.804;12.195121951219512;1.7200000000000002;12.209302325581394;91;1;5.876;0;3.108
2025-04-01 13:00:00+00:00;2.224;0.004;1.584;1.912;0.348;0.288;1.315;0.003;1.138;0.561;0.001;0.486;12.728000000000002;0.004;59.127697841726615;1.6239999999999999;70.07389162561576;1.8760000000000003;70.0959488272921;91;1;5.724;0;1.048
2025-04-01 13:15:00+00:00;1.464;0.016;1.176;1.492;0.88;1.492;0.584;0.016;0.0;0.0;0.0;0.0;3.232;0.016;39.89071038251366;0.0;;0.584;100.0;91;1;4.148;0;0.0
2025-04-01 13:30:00+00:00;6.236;0.204;3.872;4.656;0.824;4.656;1.499;0.057;0.0;3.913;0.147;0.0;22.676;0.204;24.037844772289933;0.0;;5.412;27.697708795269772;91;1;14.968;0;4.06
2025-04-01 13:45:00+00:00;3.78;0.024;2.268;2.908;0.46;0.268;0.248;0.002;0.198;3.072;0.022;2.442;21.683999999999997;0.024;6.560846560846562;2.6399999999999997;7.500000000000001;3.32;7.46987951807229;91;1;8.979999999999999;0;5.536
2025-04-01 14:00:00+00:00;6.708;0.024;4.164;4.652;0.596;0.292;0.289;0.001;0.206;5.823;0.023;4.154;38.148;0.024;4.308288610614191;4.36;4.724770642201834;6.112;4.728403141361256;91;1;15.548;0;10.0
2025-04-01 14:15:00+00:00;6.56;0.024;3.648;4.16;0.464;0.292;1.035;0.004;0.657;5.061;0.02;3.211;36.476;0.024;15.777439024390244;3.8680000000000003;16.985522233712512;6.095999999999999;16.978346456692915;91;1;14.392;0;8.292
2025-04-01 14:30:00+00:00;7.372;0.024;3.752;4.2;0.56;0.304;1.437;0.005;0.822;5.375;0.019;3.074;39.519999999999996;0.024;19.49267498643516;3.8960000000000004;21.098562628336754;6.811999999999999;21.095126247798007;91;1;15.347999999999999;0;8.468
2025-04-01 14:45:00+00:00;4.808;0.028;2.624;2.708;0.92;1.0;0.722;0.005;0.317;3.166;0.023;1.391;21.623999999999995;0.028;15.016638935108153;1.7080000000000002;18.559718969555032;3.888;18.569958847736626;91;1;10.168;0;4.58
2025-04-01 15:00:00+00:00;6.68;0.02;2.756;2.652;0.604;2.652;5.498;0.018;0.0;0.578;0.002;0.0;24.928;0.02;82.3053892215569;0.0;;6.076;90.48716260697829;91;1;12.108;0;0.58
